equation,answer
"(3x y^{2}-x^{2})\,{\mathrm{d}}x+(3x^{2}y-6y^{2}-1)\,{\mathrm{d}}y=0.","6y+12y^{3}-9x^{2}\,y^{2}+2x^{3}=C;"
"\left(y-x y^{2}\ln x\right)\mathrm{d}x+x\mathrm{d}y=0,",2+x y\ln^{2}x=C x y
"(2x y\,\mathrm{e}^{x^{2}}\!-\!x\sin x)\,\mathrm{d}x\;+\mathrm{e}^{x^{2}}\mathrm{d}y=0.","y=C\mathrm{e}^{-\,x^{2}}+(\mathrm{sin}\;x{}-x\,\mathrm{cos}\;x)~\mathrm{e}^{-\,x^{2}}\,"
y^{\prime}={\frac{1}{\;2x-y^{2}\;}}.,x=C\;\mathrm{e}^{2y}\;+\;{\frac{y^{2}+y}{2}}\;+\;{\frac{1}{4}}
x^{2}+x y^{\prime}=3x+y^{\prime}.,y+C=2x-{\frac{x^{2}}{2}}+2\ln|1-x|
x y y^{\prime}-y^{2}=x^{4}.,y^2 = Cx^2 + x^4
\frac{\mathrm{d}x}{x^{2}-x y+y^{2}}=\frac{\mathrm{d}y\!}{2y^{2}-x y},y\ (y-2x)^{3}=C\ (y-x)^{2}.
"(2x-1)\,y^{\prime}-2y={\frac{1-4x}{x^{2}}}","y=C\left(2x-1\right)\,+\,{\frac{1}{x}}"
"(x-y+3)\,{\mathrm{d}}x+(3x+y+1)\,{\mathrm{d}}y=0,",x+y-1 = Ce^{\frac{2x + 2}{x + y - 1}}
"y^{\prime}+\cos{\frac{x+y}{2}}=\cos{\frac{x-y}{2}}\,_{i}","\ln\left|\mathrm{tg}\,\frac{y}{4}\right|=C-2\,\cos\,\frac{x}{2}\,."
y^{\prime}\left(3x^{2}-2x\right)-y\left(6x-2\right)=0.,y=C\;(3x^{2}-2x).
xy^2y^{\prime} - y^3 = \frac{1}{3}x^4,y^{3}=C x^{3}+x^{4}.
"\left(1\,+\,\mathrm{e}^{\frac{x}{y}}\right)\mathrm{d}x\,+\,\mathrm{e}^{\frac{x}{y}}\left(1-{\frac{x}{y}}\right)\mathrm{d}y=0,\quad y\,|_{x=1}=1.",x + 4e^{\frac{x}{y}} = 1 + e
"(x^{2}+\,y^{2})\,{\mathrm{d}}x-x y\,{\mathrm{d}}y=0.",\ln|x|-{\frac{y^{2}}{2x^{2}}}=C
"(x-y+2)\,\mathrm{{d}}x+(x-y+3)\,\mathrm{{d}}y=0.","\ln|2x-2y\!+\!5|-2\,(x\!+\!y\!-\!2)\!=C"
"(x y^{2}+ y)\,{\mathrm{d}}x-x\,{\mathrm{d}}y=0",x^{2}y{\mathrel{+}}2x=C y
"(x^{2}+y^{2}+2x)\,\mathrm{d}x+2y\,\mathrm{d}y=0","x^{2}+y^{2}= C\,\mathrm{e}^{-x}."
(x - 1)(y^{2}-y+1)\mathrm{d}x=(y+1)(x^{2} + x + 1)\mathrm{d}y., 
\left(x-2x y-y^{2}\right)y^{\prime}+ y^{2}=0.,"x=y^{2}\left(1+C\,\mathrm{e}^{1/y}\right)\!."
y\cos x\operatorname{d}\!x+(2y-\sin x)\operatorname{d}\!y=0.,\sin x+2y\ln|y|-C y=0
y^{\prime}-1=\mathrm{e}^{x+2y}.,"3\mathrm{e}^{-2y}=C\,\mathrm{e}^{-2x}-2\,\mathrm{e}^{x},"
2(x^{5}+2x^{3} -y^{2}x)\mathrm{d}x\ +\left(y^{2}+2x^{2}y-x^{4}\right)\mathrm{d}y=0,x^4 + y^4 = C(x^2 + y^2)
"x^{2}\,y^{n}\,y^{\prime}\,=\,2x y^{\prime}\,-\,y,\quad n\neq-\,2.",{\frac{1}{x}}={\frac{C}{y^{2}}}+{\frac{y^{n}}{n+2}};\;n\neq-2
"\left[3x + y-a^{2}\right]y^{\prime}\,=4\left(x^{\phantom{2}}+y\right)+b^{2}.",7\left(3y-4x\right)+(4a^{2}-3b^{2})\ln|7\left(x+y\right)+a^{2}+b^{2}|=C
"(x-y^{2})\,\mathrm{d}x-2x y\,\mathrm{d}y=0",xe^{\frac{y^{2}}{x}}=C
"x y^{\prime}+\ y=y^{3}\ln x,\quad y\vert_{x=1}=\frac{1}{2}",y\;(1\;+\;x\;+\;\ln x)=1.
\sin\left(\ln x\right)\mathrm{d}x-\cos\left(\ln y\right)\mathrm{d}y=0.,"y\,[\sin(\ln y)+\cos\,(\ln\,y)]=x\,[\sin\,(\ln\,x)-\cos\,(\ln\,x)]+C,"
"y^{\prime}={\sqrt{\frac{9y^{2}-6y+2}{x^{2}-2x+5}}}\,,","(x-1+\sqrt{x^{2}-2x+5})^{3}=C\,(3y-1+\sqrt{{9y^{2}-6y+2}})."
(5x-7y+ 1)\mathrm{d}y + (x+y-1){\mathrm{d}}x=0.,(x{-}y)\ (x+7y{-}4)=C.
"(x+\ y+1)\,{\mathrm{d}}x+(2x+2y-1)\,{\mathrm{d}}y=0,\ \ \ \ y\,{\vert}_{x=1}=2.",x+2y+3\ln|x+y-2|=5
"y^{3}\,\mathrm{d}x+2\left(x^{2}-x y^{2}\right)\mathrm{d}y=0.",y^{2}=Ce^{y^{2}/x}.
y^{\prime}=2\left({\frac{y+2}{x+y-1}}\right)^{2}\!\!,2\operatorname{arctg}{\frac{y+2}{x-3}}+\ln C\left(y+2\right)=0
"y^{\mathrm{IV}}=\,x.","y={\frac{x^{5}}{120}}+C_{1}\,x^{3}+C_{2}\,x^{4}+C_{3}\,x+C_{4}."
"y^{\prime\prime\prime}=\,x + \cos x","y={\frac{x^{4}}{24}}-\sin x+C_{1}\,x^{2}+C_{2}\,x-C_{3}"
"y^{\prime\prime}(x+2)^{5}=1;\ \ \ y\,(-1)={\frac{1}{12}}\,,\ \ \ y^{\prime}(-1)=-\,1/4.",y={\frac{1}{12\left(x+2\right)^{3}}}\
"y^{\prime}=x\mathrm{e}^{x},\ \ \ y\left(0\right)=y^{\prime}\left(0\right)=0","y=(x-2)\,\mathrm{e}^{x}+x+2\,,"
y^{\prime\prime}=2x\ln x.,"y=\frac{x^{3}}{3}\ln x-\frac{5}{18}\,x^{3}+C_{1}\,x+C_{2}."
x y^{\prime\prime}=y^{\prime}.,"y=C_{1}\,x^{2}+C_{2}."
xy^{\prime\prime} + y^{\prime} = 0,y=C_{1}\ln|x|+C_{\mathrm{\mathrm{2}}}.
"x y^{\prime\prime}=(1+2x^{2})\,y^{\prime}.",y=C_{1}\operatorname{e}^{x^{2}}+ C_{2}.
x y^{\prime\prime}=y^{\prime}+x^{2}.,"y={\frac{x^{3}}{3}}+C_{1}\,x^{2}+C_{2},"
x\ln x\cdot y^{\prime \prime}=y^{\prime}.,y{=}C_{1}x\ (\ln x-1){+}C_{2};
x y^{\prime\prime}=y^{\prime}\ln{\frac{y^{\prime}}{x}},y{=}\!\left(C_{1}x{-}C_{1}^{2}\right)\mathrm{e}^{\frac{x}{C_{1}}+1}+C_2
"2y^{\prime\prime}={\frac{y^{\prime}}{x}}+{\frac{x^{2}}{y^{\prime}}}\,;\quad y\left(1\right)\,={\frac{\sqrt{2}}{5}}\,,\quad y^{\prime}\left(1\right)={\frac{\sqrt{2}}{2}}\,.","y=\frac{\sqrt{2}}{5}\,x^{5/2}."
"y^{\prime\prime\prime}=\textstyle{\sqrt{\;1-y^{\prime\prime 2}}\,}.",y=C_{3}+C_{2}x-\sin\left(x+C_{1}\right).
x y^{\prime\prime\prime}-y^{\prime\prime}=0.,y=C_{1}\;x^{3}+C_{2}x+C_{3}.
y^{\prime\prime} = \sqrt{1 + y^{\prime 2}},"y=\operatorname{ch}\,(x+C_{1})+C_{2}."
y^{\prime\prime} =y^{\prime2},y=C_{2}-\ln|C_{1}-x|.
y^{\prime\prime}=\sqrt{1 - y^{\prime2}},"y=C_{2}-\cos\,(C_{1}+x)\,,"
y^{\prime\prime}=1+y^{\prime 2}.,"y=C_{2}-\ln{\left|\cos{\left(C_{1}+x\right)}\right|}\,."
y^{\prime\prime}={\sqrt{{1+y^{\prime}}}}.,y={\frac{(x+C_{1})^{3}}{12}}-x+C_{2}
"y^{\prime\prime}=y^{\prime}\ln y^{\prime};\ \;y\left(0\right)=0,\ \;\;y^{\prime}\left(0\right)=1.",y=x
"y^{\prime\prime}+y^{\prime}+2=0,\quad y\left(0\right)=0,\quad y^{\prime}\left(0\right)=-2,",y=-2x
y^{\prime\prime}=y^{\prime}\left(1+y^{\prime}\right).,"y=C_{2}-\ln\left|1-\mathrm{e}^{x+C_{1}}\right|\,."
3y^{\prime\prime}=(1+y^{\prime 2})^{3/2}.,"(x+C_{1})^{2}+(y+C_{2})^{2}=9\,."
y^{\prime\prime\prime}+y^{\prime\prime 2}=0.,y=(x+C_{1})\ln|x+C_{1}|+C_{2}x+ C_{3}.
y y^{\prime\prime}=y^{\prime2}.,y=C_{2}e^{C_1x}.
y^{\prime\prime}=2y y^{\prime};\ \ \ y\ (0)=y^{\prime}\left(0\right)=1.,y=\frac{1}{\sqrt{1 - x}}\
3y^{\prime}y^{\prime\prime}=2y;\ \ y\ (0)=y^{\prime}\left(0\right)=1.,y=\left(1+{\frac{x}{3}}\right)^{3}.
"2y^{\prime\prime}=3y^{2};~~~y\,(-2)=1,~~~y^{\prime}\,(-2)=-1.",y={\frac{4}{(x+4)^{2}}}\ 
y y^{\prime\prime}+y^{\prime2}=0.,y^{2}=C_{1}x+C_{2}.
y y^{\prime\prime}=y^{\prime}+ y^{\prime2},y={\frac{1}{C_{1}}}\left(1+C_{2}\mathrm{e}^{C_{1}x}\right).
y y^{\prime\prime}=1+y^{\prime2}.,"y=C_{1}\ch{\frac{x+C_{2}}{C_{1}}}\,."
2y y^{\prime}=1\ +\ y^{\prime}{}^{2}.,y=\frac{1}{C_{1}}\biggl[1+\frac{(C_{1}x+C_{3})^{2}}{4}\biggr]\;.
"y^{3}y^{\prime\prime}=-1;\ \ y\ (1)=1,\ \ \ y^{\prime}\left(1\right)=0.",y={\sqrt{\;2x-x^{2}}}
y y^{\prime\prime}-y^{\prime 2}=y^{2}y^{\prime}.,C_{1}x+C_{2}=\ln\left|{\frac{y}{y+C_{1}}}\right|.
"y^{\prime\prime}=\mathrm{e}^{2y};\quad y\,(0)=0,\quad y^{\prime}\,(0)=1.",y=-\ln|x-1|.
2y y^{\prime\prime}-3y^{\prime 2}=4y^{2}.,y\cos^{2}\left(x+C_{1}\right)=C_2.
"y^{\prime\prime\prime}=3y y^{\prime};\quad y\left(0\right)=y^{\prime}\left(0\right)=1,\quad y^{\prime\prime}\left(0\right)=3/2.","y={\frac{4}{(x-2)^{3}}}\,."
y^{\prime\prime}-y=0.,"y=C_{1}\mathrm{e}^{x}+C_{2}\mathrm{e}^{-x},"
3y^{\prime\prime}-2y^{\prime}-8y=0.,y=C_{1}\mathrm{e}^{2x}+C_{2}\mathrm{e}^{-{\frac{4}{3}}x}\ .
"y^{\prime\prime\prime}-3y^{\prime}+3y^{\prime}-y=0, y(0)=1, y^{\prime}(0)=2, y^{\prime\prime}(0)=3","y=\mathrm{e}^{x}\left(1\,+\,x\right),"
y^{\prime\prime}+2y^{\prime}+y=0.,y=\mathrm{e}^{-x}\left(C_{1}+C_{2}x\right).
"y^{\prime\prime}-4y^{\prime}+3y=0, y(0)=6, y^{\prime}(0)=10",y=4\mathrm{e}^{x}+2\mathrm{e}^{3x}.
"y^{\prime\prime\prime}+6y^{\prime\prime}+1\,1\,y^{\prime}+6y=0.","y=C_{1}\mathrm{e}^{-x}+C_{2}\mathrm{e}^{-2x}+C_{3}\mathrm{e}^{-3x},"
y^{\prime\prime}-2y^{\prime}-2y=0.,"y=C_{1}\mathrm{e}^{(\mathrm{i}-\sqrt{{{3}}})\;x}+C_{2}\mathrm{e}^{(1+\sqrt{{{3}}})\;x},"
y^{\mathrm{VI}}+2y^{\mathrm{V}}+ y^{\mathrm{IV}}=0.,"y=C_{1}+C_{2}x+C_{3}x^{2}+C_{4}x^{3}+\mathrm{e}^{-x}\,(C_{5}+C_{6}x)\,."
4y^{\prime\prime}-8y^{\prime}+5y=0.,"y=\mathrm{e}^{x}\left(C_{1}\cos\,\frac{x}{2}+C_{2}\sin\frac{x}{2}\right)."
"y^{\prime\prime\prime}-8y=0,",y = C_1e^{2x} + e^{-x}(C_2\cos\sqrt{3}x + C_3\sin\sqrt{3}x)
y^{IV}+4y^{\prime\prime\prime}+10y^{\prime\prime}+12y^{\prime}+5y=0.,y=\mathrm{e}^{-x}\left(C_{1}+C_{2}x\right)+\mathrm{e}^{-x}\left(C_3\cos2x+C_{4}\;\sin\;2x\right).
"y^{\prime\prime}-2y^{\prime}+2y=0,\ y\left(0\right)=0,\ y^{\prime}\left(0\right)=1\,.","y=e^x\operatorname{sin}x\,."
"y^{\prime\prime}-2y^{\prime}+3y=0,\ y\left(0\right)=1,\ y^{\prime}\left(0\right)=3",y=e^x(\cos\sqrt{2}x+\sqrt{2}\sin\sqrt{2}x)
y^{IV}}+2y^{\prime\prime\prime}+4y^{\prime\prime}-2y^{\prime}-5y=0.,y = C_1e^x+C_2e^{-x} + e^{-x}(C_1\cos 2x + C_4\sin 2x)
y^{\vee}+4y^{1\vee}+5y^{\prime\prime}-6y^{\prime}-4y=0.,y=C_{1}\mathrm{e}^{x}+C_{2}\mathrm{e}^{-2x}+\mathrm{e}^{-x}\left(C_{3}+C_{4}\cos x+C_{5}\sin x\right).
y^{\prime\prime\prime}+\ 2y^{\prime\prime}-y^{\prime}-2y=0.,q=C_{1}\mathrm{e}^{x}+C_{2}\mathrm{e}^{-x}+C_{3}\mathrm{e}^{-2x}.
y^{\prime\prime\prime}-2y^{\prime\prime}+2y^{\prime}=0.,y=C_{1}+\mathrm{e}^{x}\left(C_{2}\cos x+C_{3}\sin x\right).
y^{IV}- y=0.,"y=C_1e^x\,+\,C_{2}\mathrm{e}^{-x}+C_{3}\cos x+C_{4}\,\sin x."
y^{X}=0.,y = C_1 + C_2x + C_3x^2 +C_4x^3 + ... + C_{10}x^9
y^{\prime\prime\prime}-3y^{\prime}-2y=0.,y=\mathrm{e}^{-x}\;(C_{1}+C_{2}x)+ C_{3}\mathrm{e}^{2x}.
2y^{\prime\prime\prime}-3y^{\prime\prime}+y^{\prime}=0.,y=C_{1}+C_2e^{x}+C_3\mathrm{e}^{x/2};
"y^{\prime\prime\prime}+y^{\prime\prime}=0;\ y\left(0\right)=1,\ y^{\prime}\left(0\right)=0,\ y^{\prime}\left(0\right)=1.",y=x+\mathrm{e}^{-x}.
y^{\prime\prime}+2y^{\prime}+y=-2.,"y=(C_{1}+C_{2}x)\,\mathrm{e}^{-x}-2\,."
y^{\prime\prime}+2y^{\prime}+2=0.,"y=C_{1}+C_{2}\mathrm{e}^{-2x}-x\,."
y^{\prime\prime}+9y-9=0.,"y=C_{1}\cos3x+C_{2}\sin3x+1,"
y^{\prime\prime\prime} + y^{\prime\prime}=1.,y = C_1 + C_2x + C_{3} \mathrm{e}^{-x}+{\frac{x^{2}}{2}}
5y^{\prime\prime\prime}-7y^{\prime\prime}-3=0.,"y=C_{1}+C_{2}x+C_{3}\mathrm{e}^{\frac{7}{5}} - \frac{3}{14}\,x^{2},"
y^{IV} - 6y^{\prime\prime\prime}+6=0.,"y=C_{1}+C_{2}x+C_{3}x^{2}+C_{4}\mathrm{e}^{6x}+{\frac{1}{6}}\,x^{3}"
3y^{IV}+y^{\prime\prime\prime}=2.,y=C_{1}+C_{2}x+C_{3}x^{2}+C_{4}\mathrm{e}^{-{\frac{x}{3}}}+{\frac{x^{3}}{3}}\ 
y^{IV}-2y^{\prime\prime\prime}+2y^{\prime\prime}-2y^{\prime}+y=1.,y=C_{1}\cos x + C_{2}\sin x + (C_{3}+C_{4} x) e^{x} +1
y^{\prime\prime}-4y^{\prime}+4y=x^{2}.,y=(C_{1}+C x)\;\mathrm{e}^{2x}+{\frac{x^{3}}{4}}+{\frac{x}{2}}+{\frac{3}{8}}\;.
y^{\prime\prime} + 8 y^{\prime}=8 x.,y=C_{1}+C_{2}\mathrm{e}^{-8x}+\frac{x^{2}}{2}-\frac{x}{8}
y^{\prime\prime} - 2k y^{\prime} + k^{2}y=\mathrm{e}^{x} (k\ne1).,y=(C_{1}+C_{2}x)\;\mathrm{e}^{k x}+\frac{\mathrm{e}^{x}}{(k-1)^{2}}
"y^{\prime\prime}+4y^{\prime}+4y=8\mathrm{e}^{-2x},",y=(C_{1}+C_{2}x)\mathrm{e}^{-2x} + 4x^2e^{-2x}
y^{\prime\prime}\ +4y^{\prime}+3y=9\mathrm{e}^{-3x}.,y=C_{1}\mathrm{e}^{-3x}+C_{2}\mathrm{e}^{-x}-{\frac{9}{2}}\ x\mathrm{e}^{-3x}
7y^{\prime\prime}-y^{\prime}=14x.,y=C_{1}+C_{2}\mathrm{e}^{\frac{x}{7}}-7x^{2}-98x.
y^{\prime\prime}+y^{\prime}=3x\mathrm{e}^{-3x}.,y=C_{1}+C_{2}e^{-3x}+\big(\frac{x^2}{2} + \frac{x}{3}\big)e^{-3x}
y^{\prime\prime}+5y^{\prime}+6y=10\left(1-x\right)\mathrm{e}^{-2x},y=C_{1}\mathrm{e}^{-3x}+C_{x}\mathrm{e}^{-2x}+(20x - 5x^2)e^{-2x}
y^{\prime\prime}+2y^{\prime}+2y=1+x,y=(C_{1}\cos x+C_{2}\sin x)\operatorname{e}^{-x}+\frac{x}{2}
"y^{\prime\prime} + y^{\prime} + y= (x + x^{2})\,\mathrm{e}^{x}",y=\left(C_{1}\cos\frac{\sqrt{3}}{2}x+C_{2}\sin\frac{\sqrt{3}}{2}x\right)e^{-\frac{x}{2}} + \frac{1}{3}(x^2 - x + 1)e^x
y^{\prime\prime} + 4y^{\prime}-2y=8\sin2x.,y=C_{1}e^{-(\sqrt{6} + 2)^{x}}+C_{2}\mathrm{e}^{(\sqrt{6}-2)^{x}}-{\frac{16\cos2x+12\sin2x}{25}}
y^{\prime\prime}+y=4x\cos x.,y=C_{1}\cos x + C_{2}\sin x + x \cos x + x^{2}\sin x.
y^{\prime\prime}-2m y^{\prime} + m^{2}y=\sin n x.,y=(C_{1} + C_{2}x)\;\mathrm{e}^{m x}+\frac{2m n\cos n x + (m^{2}-n^{2})\;\sin n x}{(m^{2}+n^{2})^{2}}
y^{\prime\prime}\ + 2 y^{\prime}\ +\ 5y=\mathrm{e}^{-x}\sin2x,"y=(C_{1}\cos2x+C_{2}\sin2x)\mathrm{\,e}^{-x}-\frac{1}{4}\,x\mathrm{e}^{-x}\cos2x"
y^{\prime\prime} + a^2y = 2\cos{mx} + 3 \sin{mx},y=C_{1}\cos a x + C_2\sin a x + \frac{2\cos m x + 3\sin m x }{a^2 - m^2}
y^{\prime\prime}-y^{\prime}={e}^{x}\sin x,y=C_{1}+C_{2}\mathrm{e}^{x}-{\frac{1}{2}}\ (\cos x+\sin x)e^x
"y^{\prime\prime}+2y^{\prime}=4\mathrm{e}^{x}\left(\mathrm{sin}x+\mathrm{cos}\,x\right)",y=C_{1}+ C_{2}\mathrm{e}^{-2x} + \frac{1}{5}\left(6\mathrm{sin}x-2\cos x\right)e^x.
y^{\prime\prime} + 4y^{\prime} + 5y = 10e^{-2x}\cos x,y=(C_{1}\cos x+C_{2}\sin x)e^{-2x}+5x\mathrm{e}^{-2x}\sin x
4y^{\prime\prime}+8y^{\prime}=x\sin x,y=C_{1}+{}^{\vphantom{\leftarrow}{}}C_{2}{\mathrm{e}^{-2x}}-\left({\frac{x}{10}}+{\frac{1}{50}}\right){\mathit{\cos}}\;x+\left({\frac{7}{50}}-{\frac{x}{20}}\right)\sin x
y^{\prime\prime}-3y^{\prime}+2y=x\mathrm{e}^{x},y=C_{1}\mathrm{e}^{2x}+C_{2}\mathrm{e}^{x}-\left({\frac{x^{2}}{2}}+x\right)\mathrm{e}^{x}.
y^{\prime\prime}+y^{\prime}-2y=x^{2}\mathrm{e}^{4x},y=C_{1}\mathrm{e}^{x}+C_{2}\mathrm{e}^{-2x}+\frac{1}{18}\left(x^{2}-x + \frac{7}{18}\right){e}^{4x}
y^{\prime}\leftarrow3y^{\prime}\div2y=(x^{2}\leftarrow2)\operatorname{e}^{3x}.,y=C_{1}\mathrm{e}^{x}+C_{2}\mathrm{e}^{\mathrm{2}x}+\left({\frac{x^{2}}{2}}-x+1\right)\mathrm{e}^{3x}
y^{\prime\prime\prime} - y^{\prime\prime} + y^{\prime}- y=x^{2}+x,"y=C_{1}\mathrm{e}^{x}+C_{2}\cos\,x+C_{3}\sin\,x-(x^{2}+3x\,+\,1)"
y^{IV}-2y^{\prime\prime\prime}+2y^{\prime\prime}-2y^{\prime}+y=e^{x}.,y=(C_{1}+C_{2}x)\ \mathrm{e}^{x}+C_{3}\cos x+C_{4}\sin x+{\frac{x^{2}}{4}}\ \mathrm{e}^{x}
y^{\prime\prime}-2y^{\prime}+y=x^{3},y=(C_{1}+C_{2}x)\ \mathrm{e}^{x}+x^{3}+6 x^{2}+18x+24
y^{IV}+ y^{\prime\prime}=x^{2} + x,y=C_{1}+C_{2}x+C_{3}\cos x+C_{4}\sin x+{\frac{x^{4}}{12}}+{\frac{x^{3}}{6}}-x^{2}.
y^{\prime\prime}+y=x^{2}\sin x,y=\left(C_{1}+{\frac{x}{4}}-{\frac{x^{3}}{6}}\right)\cos x\;+\left(C_{2}+{\frac{x^{2}}{4}}\right)\sin x
y^{\prime\prime}+2y^{\prime} + y=x^{2}\mathrm{e}^{-x}\cos x,y=(C_{1}+C_{2}x)~\mathrm{e}^{-x}+[(6-x^{2})\cos x+4x\sin\;x]\mathrm{e}^{-x}
y^{\prime\prime\prime}- y=\sin x,"y=C_{1}\mathrm{e}^{x}+\left(C_{2}\cos\,\frac{\sqrt{3}}{2}\,x\!+\!C_{3}\sin\,\frac{\sqrt{3}}{2}\,x\right)\mathrm{e}^{-\frac{x}{2}}+ \frac{1}{2}(\cos{x} - \sin{x})"
y^{1\mathrm{V}}-2y^{\prime\prime}+ y=\cos x,y=(C_{1}+C_{2}x)\mathrm{e}^{x}+(C_{3}+C_{4}x){e}^{-x} + \frac{1}{4}\cos{x}
y^{\prime\prime\prime}-3y^{\prime\prime}+3y^{\prime}-y=\mathrm{e}^{x}\cos2x,y=(C_{1}+C_{2}x+C_{3}x^{2})\mathrm{e}^{x}-\frac{e^x}{8}\sin{2x}
y^{\prime\prime}-4y^{\prime}+5y=\mathrm{e}^{2x}(\sin x+2\cos x).,y=(C_1\cos{x} + C_2\sin{x} - \frac{x}{2}\cos{x} + x\sin{x})e^{2x}
y^{\prime\prime}-3g^{\prime}=18x-10\cos x.,y=C_{1}+C_{2}\mathrm{e}^{3x}-3x^{2}-2x+\cos x+3\sin x.
y^{\prime\prime}-2y^{\prime}+y=2+\mathrm{e}^{x}\sin x,y=2\ +e^{x}\left(C_{1}+C_{2}x-\sin x\right).
"y^{\prime\prime}+2y^{\prime}+2y=(5x+4)\,\mathrm{e}^{x}+\mathrm{e}^{-x},",y=(C_{1}\cos x+C_2\sin{x})e^{-x} + xe^x + e^{-x}
y^{\prime\prime}+2y^{\prime}+5y=4\mathrm{e}^{-x}+17\sin2x.,"y=(C_{1}\,\mathrm{cos}\,2x+C_2\sin{2x})e^{-x} + e^{-x} - 4\cos{2x} + \sin{2x}"
"2y^{\prime\prime}-3y^{\prime}-2y=5\mathrm{e}^x\mathrm{ch}\,x","y=C_{1}\mathrm{e}^{2x}+C_{2}\mathrm{e}^{-{\frac{x}{2}}}+{\frac{1}{4}}\;(2x\mathrm{e}^{2x}-5)\,."
y^{\prime\prime}+4y=x\sin^{2}x.,"y=C_{1}\cos2x+C_{2}\sin2x+{\frac{x}{8}}\left(1-{\frac{\cos2x}{4}}-{\frac{x}{2}}\sin2x\right),"
y^{IV}+2y^{\prime\prime\prime}+2y^{\prime\prime}+2y^{\prime}+y=x\mathrm{e}^{x}+\frac{1}{2}\cos x,y=(C_{1}+C_{2}x)\;\mathrm{e}^{-x}+C_{3}\cos x+C_{4}\sin x-{\frac{x}{8}}\cos x+ \frac{1}{4}(\frac{x}{2} - 1)e^x
y^{\prime\prime}+y^{\prime}=\cos^{2}x+\mathrm{e}^{x}+x^{2}.,"y=C_{1}+C_{2}\mathrm{e}^{-x}+\frac{1}{2}\,\mathrm{e}^{x}-\frac{1}{10}\cos{2x} + \frac{1}{20}\sin{2x} + \frac{x^3}{3} - x^2 + 2x"
y^{V}+4y^{\prime\prime\prime}=\mathrm{e}^{x}+3\sin2x + 1\,y=C_{1}+C_{2}x+C_{3}x^{2}+C_{4}\cos2x+C_{5}{\mathrm{sin}}2x+{\frac{e^{x}}{5}}+ \frac{x^3}{24} + \frac{3x\sin{2x}}{32}
y^{\prime\prime}-2y^{\prime}\ +5y=10\sin x + 17\sin2x.,y=(C_1\cos{2x}+C_2\sin{2x})e^x+\cos{x} + 2\sin{x} + 4\cos{2x} + \sin{2x}
y^{\prime\prime}\ +y^{\prime}=x^{2}-\mathrm{e}^{-x}+\mathrm{e}^{x}.,y=C_1 +C_{2}\mathrm{e}^{-x}+x\mathrm{e}^{-x}+{\frac{1}{2}}\mathrm{e}^{x}\ +\ {\frac{x^{3}}{3}}\ -x^{2}+2x
y^{\prime\prime}-2y^{\prime}-3y=2x+\mathrm{e}^{-x}-2\mathrm{e}^{3x},"y=C_{1}\mathrm{e}^{-x}+C_{2}\mathrm{e}^{3x}-{\frac{2}{3}}\,x+{\frac{4}{9}}-{\frac{1}{4}}\,x\mathrm{e}^{-x}-{\frac{1}{2}}\,x\mathrm{e}^{3x}"
y^{\prime\prime}+4y=\mathrm{e}^{x}+4\sin2x\ +2\cos^{3}x - 1,y=C_{1}\cos2x+C_{2}\sin2x+x\left({\frac{1}{4}}\sin2x-\cos2x\right)+\frac{1}{5}e^x
y^{\prime\prime}+3y^{\prime}+2y=6x\mathrm{e}^{-x}(1-\mathrm{e}^{-x}).,"y=C_{1}\mathrm{e}^{-x}+C_{2}\mathrm{e}^{-2x}+3(x^{2}-2x)\,\mathrm{e}^{-x}+3(x^2 + 2x)e^{-2x}"
y^{\prime\prime}+y=\cos^{2}\!2x\ +\ \mathrm{sin}^{2}\frac{x}{2},y=C_{1}\cos x+C_{2}\sin x - \frac{1}{3}\cos4x - \frac{x}{4}\sin{x} + 1
y^{\prime\prime}-4y^{\prime}+5y=1 + 8\cos x+\mathrm{e}^{2x}.,"y=(C_1\cos{x} + \left.+\,C_{2}\,\sin x\right)\mathrm{e}^{2x}+\cos x-\sin x+\mathrm{e}^{2x}+{\frac{1}{5}}"
"y^{\prime\prime}-2y^{\prime}+2y=\mathrm{e}^{x}\sin^{2}\frac{x}{2}\,,",y=(C_{1}\cos x+ C_{2}\sin x+\frac{1}{2}-\frac x4\sin x)\mathrm{e}^{x}
y^{\prime\prime}-3y^{\prime}=1 + e^x + \cos x + \sin x,y=C_{1}+C_{2}\mathrm{e}^{3x}+{\frac{\cos x-2\sin x}{5}}-{\frac{e^{x}}{2}}-{\frac{x}{3}}
"y^{\prime\prime}-2y^{\prime}+5y=\mathrm{e}^{x}\left(1-2\,\mathrm{sin}^{2}\,x\right)+ 10x + 1",y=\left(C_{1}\cos2x+C_{2}\sin2x+{\frac{x}{4}}\sin2x\right)\mathrm{e}^{x}+2x+1.
y^{\prime\prime}-4y^{\prime}+4y=4x+\sin x+\sin2x.,y=(C_{1}+C_{2}x){\mathrm{e}}^{x}+{\frac{1}{25}}\ (4\cos x+3\sin x){+}{\frac{1}{8}}\cos2x+x{+}1
y^{\prime\prime}+2y^{\prime}+y=1\ +2\cos x\ +\cos2x-\sin2x.,"y=(C_{1}+C_{2}\,x)\;\mathrm{e}^{-x}+\frac{\cos2x+7\sin2x}{25}+\sin x+1,"
